,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text,text_original
377,623495890,False,finalized,3,12/12/14 12:17,3,0.6474,Tue Dec 02 17:42:36 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['damn', 'wish', 'could', 'get', 'iphon', 'could', 'imessag', 'enough', 'money', 'damn', 'damm', 'damn']",@ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple
378,623495891,False,finalized,3,12/12/14 21:51,3,1.0,Tue Dec 02 17:42:51 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['morgan', 'stanley', 'sell', 'appl', 'inc', 'aapl', 'stock', 'still', 'buy']","Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy http://t.co/9tZVa6tPsV #AAPL"
379,623495892,False,finalized,3,12/12/14 11:18,3,1.0,Tue Dec 02 17:42:52 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['late', 'appl', 'inc', 'co', 'founder', 'steve', 'job', 'testifi', 'itun', 'case']",Late Apple Inc. Co-Founder Steve Jobs 'Testifies' In iTunes Case http://t.co/UmRfdsVfZO #AAPL
380,623495893,False,finalized,3,12/11/14 18:44,5,0.676,Tue Dec 02 17:43:13 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['ikr', 'dont', 'need', 'bc', 'hope', 'buy', 'one', 'christma', 'grade']","@SparkingAri @Apple ikr! but u dont need to,bc i'll hopefully buy one on christmas if my grades are 17/20"
381,623495894,True,golden,12,,1,0.4745,Tue Dec 02 17:43:33 +0000 2014,5.4e+17,#AAPL OR @Apple,3,"['damn', 'wish', 'could', 'get', 'iphon', 'could', 'imessag', 'enough', 'money', 'damn', 'damm', 'damn']",RT @SparkingAri: @ohiloveariana damn I wish I could get u an iPhone so we could imessage but I don't have enough money dAMN DAMM DAMN @apple
382,623495895,False,finalized,3,12/11/14 18:47,1,0.6809,Tue Dec 02 17:45:03 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['android', 'phone', 'domin', 'io', 'phone', 'revenu']","#AAPL:Android Phones to Dominate Through 2018, While iOS Phone Revenue Will ...http://t.co/b9VdeyRXTc"
383,623495896,False,finalized,3,12/12/14 2:40,3,1.0,Tue Dec 02 17:45:40 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['holiday', 'weekend', 'came', 'top']",Holiday weekend @apple v #android who came out on top? http://t.co/WEpQ4CunCr http://t.co/pNX4QKuymh
384,623495897,False,finalized,3,12/12/14 8:57,1,1.0,Tue Dec 02 17:45:40 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['need', 'sort', 'llshit', 'safari', 'yosemit', 'safari', 'find', 'server']",@apple need to sort this b*llshit out with safari in Yosemite! 'Safari can not find server' #apple #macbook #YosemiteProblems #Yosemite
385,623495898,False,finalized,3,12/12/14 21:55,3,1.0,Tue Dec 02 17:54:22 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'canaccord', 'merril', 'target', 'iphon', 'cycl', 'mostli', 'price', 'stock', 'say', 'pac', 'crest', 'aapl']","Apple: Canaccord, Merrill Up Targets on iPhone Cycle; Mostly Priced into the Stock, Says Pac Crest $AAPL #aapl
http://t.co/aCM2UjwbFc"
386,623495899,False,finalized,6,12/12/14 22:32,not_relevant,0.5224,Tue Dec 02 17:58:34 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['popular', 'stock', 'state', 'besid', 'find']","Which are the most popular stocks in each state -- besides #AAPL, that is? Find out: http://t.co/h958iiGDZb http://t.co/2ERPELhroC"
387,623495900,False,finalized,3,12/11/14 14:12,1,0.6387,Tue Dec 02 17:59:05 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['face', 'lawsuit', 'ipod', 'alleg']",.@Apple faces $1B lawsuit over iPod allegations: http://t.co/UAVE47ez8w #legal #tech #lawsuit
388,623495901,False,finalized,3,12/11/14 22:25,3,0.6861,Tue Dec 02 18:00:02 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'trillion', 'dollar', 'compani', 'accord', 'billi']",#AAPL:Here's Why Apple Won't Be A Trillion Dollar Company According To Billi...http://t.co/k2qlUBT8Bz
389,623495902,False,finalized,3,12/12/14 12:12,3,0.6739,Tue Dec 02 18:02:21 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['get', 'patent', 'prevent', 'crack', 'screen', 'rotat', 'fall']",@Apple gets patent to prevent cracked screens by rotating #iPhones as they fall: http://t.co/u23MhIOGjj http://t.co/0KR2KnuNQT #Apple
390,623495903,False,finalized,3,12/12/14 16:46,1,1.0,Tue Dec 02 18:03:44 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['happi', 'backward', 'compat', 'given', 'app', 'apertur', 'money', 'grab']",@tim_cook Not happy with @Apple @AppStore Backwards compatibility should be a given.  It is for my other apps why not Aperture?? Money Grab?
391,623495904,False,finalized,3,12/12/14 8:43,3,1.0,Tue Dec 02 18:05:19 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'macbook']","RT @ace_kit_uk: Apple MacBook (�949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F"
392,623495905,False,finalized,3,12/12/14 17:53,3,1.0,Tue Dec 02 18:13:08 +0000 2014,5.4e+17,#AAPL OR @Apple,,['twitter'],Why isn't @Apple on Twitter? http://t.co/J37ja6MrpE
393,623495906,False,finalized,3,12/12/14 7:04,3,1.0,Tue Dec 02 18:13:34 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['higher', 'up', 'link', 'link', 'back', 'com', 'email', 'address']",@ggwpapple higher ups can link that link back to your @apple.com email address
394,623495907,False,finalized,6,12/12/14 15:01,1,0.51,Tue Dec 02 18:15:04 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['hey', 'love', 'ya', 'low', 'fi', 'hold', 'music', 'aw', 'would', 'prefer', 'hear', 'tip', 'use', 'appl', 'gear', 'better', 'use', 'hold', 'time']",Hey @apple: Love ya but #AppleCare low-fi hold music is awful. Would prefer to hear tips on using apple gear.  Better use of my hold time.
395,623495908,False,finalized,3,12/12/14 21:57,3,1.0,Tue Dec 02 18:16:41 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['macbook', 'pro', 'non', 'retina', 'first', 'startup', 'via']",MacBook Pro 13   Non-retina First Startup: http://t.co/9l6RK2OLq2 via @youtube @apple #macbook #macbookpro #startup #hipster
396,623495909,False,finalized,3,12/12/14 22:03,3,1.0,Tue Dec 02 18:16:51 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['macbook', 'pro', 'unbox', 'via']",MacBook Pro 13in Unboxing: http://t.co/F3IM9YbpxF via @youtube @apple #macbook #macbookpro #startup #hipster #unboxing
397,623495910,False,finalized,3,12/12/14 2:02,3,1.0,Tue Dec 02 18:17:12 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['ipad', 'mini', 'unbox', 'via']",iPad Mini Unboxing!: http://t.co/GnLy8W75nA via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unboxing
398,623495911,False,finalized,6,12/12/14 2:24,3,0.6806,Tue Dec 02 18:17:22 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['ipad', 'mini', 'first', 'time', 'startup', 'via']",iPad Mini First Time Startup!: http://t.co/vGHN798zzs via @youtube @apple #ipadmini #ipad #macbook #macbookpro #startup #hipster #unbox
399,623495912,False,finalized,7,12/11/14 22:21,1,0.591,Tue Dec 02 18:18:07 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'iphon', 'may', 'face', 'patent', 'disput', 'chines', 'vendor', 'look', 'alik', 'devic', 'aapl']","Apple's iPhone 6 may face patent dispute from Chinese vendor with look-alike device $AAPL #aapl
http://t.co/djF7KJjtPG"
400,623495913,False,finalized,3,12/11/14 21:56,3,0.6972,Tue Dec 02 18:24:27 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['eddi', 'cue', 'speak', 'ibook', 'price', 'fix', 'case', 'feel', 'fight', 'truth']",Eddy Cue Speaks About iBooks Price-Fixing Case: 'We Feel We Have to Fight for the Truth' http://t.co/EQ7bKRe8K4 #AAPL
401,623495914,False,finalized,3,12/12/14 8:56,3,0.7079,Tue Dec 02 18:24:42 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['russia', 'could', 'ban', 'appl', 'inc', 'iphon', 'lawmak', 'report']",Russia Could Ban Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/AVW6r4P2C8 #AAPL
402,623495915,False,finalized,3,12/12/14 14:43,1,1.0,Tue Dec 02 18:28:17 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['die', 'hard', 'custom', 'must', 'say', 'truli', 'displeas', 'custom', 'servic', 'given', 'yesterday']","As a die hard @Apple customer, I must say I am truly displeased with the customer service I was given yesterday. #badservice #Apple"
403,623495916,False,finalized,3,12/12/14 14:04,3,1.0,Tue Dec 02 18:28:41 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['would', 'like', 'rep', 'reach', 'resolv', 'issu']",I would like an @Apple rep to reach out to me and resolve the issue @tim_cook
404,623495917,False,finalized,3,12/12/14 22:03,3,0.6619,Tue Dec 02 18:29:16 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['aapl', 'analyst', 'rate', 'last', 'day', 'posit', 'median', 'target', 'upsid']",$AAPL has 4 analyst ratings in the last 7 days and 100% are positive. Median target: $137.5 (19% upside). https://t.co/ogs2AlQqHu #AAPL
405,623495918,False,finalized,3,12/11/14 18:42,3,1.0,Tue Dec 02 18:29:25 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'macbook']","RT @ace_kit_uk: Apple MacBook (�949.86)
http://t.co/f5IHhOnzHM
@office_nerd @apple
#tech http://t.co/dWX2Q7sS6F"
406,623495919,False,finalized,3,12/12/14 17:48,3,1.0,Tue Dec 02 18:33:19 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['deal', 'still', 'avail']",@ace_kit_uk @office_nerd @Apple Is this deal still available?
407,623495920,False,finalized,3,12/12/14 13:38,5,1.0,Tue Dec 02 18:39:07 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['cnbctv', 'arguabl', 'innov', 'compani', 'world', 'pro']",CNBCTV:  #Apple arguably most innovative company in world: Pro #aapl http://t.co/xWVD3zCkHu
408,623495921,False,finalized,3,12/11/14 22:23,3,0.6595,Tue Dec 02 18:39:10 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['hi', 'craig', 'ye', 'offer', 'still', 'avail', 'pleas', 'visit', 'us', 'onlin', 'purchas']","@TheMancBear @ace_kit_uk @Apple Hi Craig!  Yes, this offer is still available. Please visit us online http://t.co/Sx9TwALiru to purchase."
409,623495922,False,finalized,3,12/12/14 19:59,3,0.6172,Tue Dec 02 18:39:37 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['cnbctv', 'day', 'antitrust', 'trial']",CNBCTV:  Day 1: #Apple's antitrust trial #aapl http://t.co/FQRoudZyOw
410,623495923,False,finalized,3,12/12/14 16:21,3,0.7039,Tue Dec 02 18:40:03 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['think', 'valu', 'next', 'year', 'death', 'steve', 'job', 'damag', 'appl']",#AAPL I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged #Samsung more than Apple +
411,623495924,False,finalized,3,12/12/14 2:56,3,1.0,Tue Dec 02 18:43:16 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['eu', 'nice', 'iphon', 'ya', 'got', 'piti', 'someth', 'happen']","EU: Nice iPhone ya got there. Pity if something were to happen to it.
http://t.co/vpn1gWZi2r @Apple @applenws @iPhone_News"
412,623495925,False,finalized,4,12/12/14 0:43,3,1.0,Tue Dec 02 18:45:03 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'head', 'trial', 'steve', 'job', 'wit']",#AAPL:Apple heads to trial with Steve Jobs as a witness...http://t.co/qq3XcPJPTk
413,623495926,False,finalized,3,12/12/14 14:43,not_relevant,0.6223,Tue Dec 02 18:45:53 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['bloombergtv', 'testimoni', 'play', 'key', 'role', 'trial']",BloombergTV:  #SteveJobs Testimony to Play Key Role in #iPod Trial http://t.co/vVRrZZMUdL #aapl
414,623495927,False,finalized,3,12/12/14 20:54,3,1.0,Tue Dec 02 18:46:50 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['bloombergtv', 'testimoni', 'play', 'key', 'role', 'trial']",RT @jopocop: BloombergTV:  #SteveJobs Testimony to Play Key Role in #iPod Trial http://t.co/vVRrZZMUdL #aapl
415,623495928,False,finalized,3,12/12/14 21:18,3,0.6699,Tue Dec 02 18:48:08 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['deutsch', 'bank', 'see', 'risk', 'appl', 'iphon', 'sharp', 'product', 'cut', 'aapl']","Deutsche Bank Sees Risk Of Apple iPhone's 'Sharp Production Cuts' $AAPL #aapl
http://t.co/QHLVaGZjkU"
416,623495929,False,finalized,3,12/12/14 21:38,3,1.0,Tue Dec 02 18:50:39 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['zum', 'watch']","#Verr�_cktes #Ger�_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Tuesday, 2 #December) http://t.co/bCjwU8zA0R"
417,623495930,False,finalized,3,12/12/14 17:45,3,0.6544,Tue Dec 02 18:51:11 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['leapfrog', 'age', 'media', 'player', 'lose', 'ground', 'rival']",@Google #Chromecast Leapfrogs @Apple #TV as the Aging Media Player Loses Ground to Rivals http://t.co/ukS4uyDEki
418,623495931,False,finalized,3,12/12/14 13:13,3,0.6851,Tue Dec 02 18:53:38 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['get', 'patent', 'prevent', 'crack', 'screen', 'rotat', 'iphon', 'fall']",@Apple gets patent to prevent cracked screens by rotating iPhones as they fall http://t.co/TmvY6OmQVN @tim_maliyil http://t.co/bQuuvuPfeR
419,623495932,False,finalized,3,12/12/14 22:03,1,0.6628,Tue Dec 02 18:56:50 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['plz', 'kill', 'verizon', 'soooo', 'weird', 'app', 'passcod', 'synchron', 'locat', 'everyth']",@apple plz kill Verizon soooo I don't have weird apps and passcodes and synchronized locations on everything
420,623495933,False,finalized,4,12/11/14 18:41,1,0.7399,Tue Dec 02 18:57:11 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['think', 'valu', 'next', 'year', 'death', 'steve', 'job', 'damag', 'appl']",RT @Elmetifi: #AAPL I think it will be valued at 140-145s at next year.Death of Steve Jobs damaged #Samsung more than Apple +
421,623495934,False,finalized,3,12/12/14 2:11,1,1.0,Tue Dec 02 19:00:59 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['strike', 'somewhat', 'stupid', 'sent', 'brand', 'new', 'iphon', 'without', 'latest', 'softwar', 'restor', 'old', 'stuff']",Strikes me as somewhat stupid that @Apple have sent me a brand new iPhone without the latest software on. So I can't restore my old stuff.
422,623495935,False,finalized,3,12/12/14 6:55,1,1.0,Tue Dec 02 19:01:32 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['realli', 'need', 'someth', 'bullshit', 'cord']",@apple really needs to do something about these bullshit cords
423,623495936,False,finalized,3,12/12/14 1:20,3,0.6759,Tue Dec 02 19:05:25 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['back', 'dead', 'old', 'ipod', 'drag', 'appl', 'court']",Back from the Dead: Old iPods Drag Apple to Court http://t.co/8CqmzYqeGT #AAPL #SteveJobs
424,623495937,False,finalized,3,12/12/14 21:08,3,1.0,Tue Dec 02 19:08:24 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['supplier', 'still', 'buy']","Up 169%, Is #Apple Supplier #Skyworks Still A Buy? #SWKS  #AAPL #BRCM #MU #QCOM #VTI http://t.co/YcxoMNmHqo"
425,623495938,False,finalized,3,12/11/14 20:58,5,0.6722,Tue Dec 02 19:15:01 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['gorgeou', 'surpris', 'design', 'amaz', 'visual', 'bgr']",5 gorgeous #iPhone #apps with surprising designs and amazing visuals | BGR #aapl http://t.co/6UkoSYokMn
426,623495939,False,finalized,3,12/11/14 21:19,not_relevant,0.6822,Tue Dec 02 19:15:03 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['tripe', 'bank', 'fundrais', 'round']",#AAPL:Stripe banks $70m in fundraising round...http://t.co/qjMIbqgCak
427,623495940,False,finalized,3,12/12/14 21:42,3,0.6538,Tue Dec 02 19:15:10 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['legendari', 'design', 'give', 'young', 'design', 'simpl', 'rule', 'follow', 'via']",RT @IDSA: Legendary @Apple designer @SusanKare gives young designers 2 simple rules to follow. http://t.co/m5zs57VXdL via @FastCoDesign
428,623495941,False,finalized,3,12/12/14 14:45,1,1.0,Tue Dec 02 19:19:12 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['iphon', 'sit', 'quietli', 'year', 'protect', 'case', 'split', 'open', 'back']",@Apple ??? My iPhone 3 which has been sitting quietly for a year in a protective case just split open at the back http://t.co/PyoHjiuG03
429,623495942,False,finalized,6,12/11/14 20:12,3,0.4855,Tue Dec 02 19:19:15 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['silver', 'merchant', 'prefer']","@NCRcorporation Silver Merchants Prefer #Bitcoin to @Apple #ApplePay http://t.co/fHQcL7Tz1K 
#Payments
#Retail
#Banking"
430,623495943,False,finalized,3,12/12/14 12:14,1,1.0,Tue Dec 02 19:19:31 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['ye', 'perfect', 'time', 'lock', 'screen', 'instal', 'softwar', 'updat', 'without', 'ask']","Yes @apple, now is a perfect time to lock my screen and install a software update without asking. #not"
431,623495944,False,finalized,3,12/12/14 14:45,1,1.0,Tue Dec 02 19:19:36 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['mt', 'die', 'hard', 'custom', 'truli', 'displeas', 'custom', 'servic', 'given', 'yesterday']","Me too. MT @MsNarcissistic As a die hard @Apple customer, I am truly displeased with the customer service I was given yesterday. #badservice"
432,623495945,False,finalized,4,12/12/14 20:51,3,0.7411,Tue Dec 02 19:19:53 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['chines', 'phone', 'vendor', 'claim', 'appl', 'iphon', 'look', 'similar', 'aapl']","Chinese phone vendor claims Apple's iPhone 6 looks too similar $AAPL #aapl
http://t.co/tcrnEA6YjX"
433,623495946,False,finalized,3,12/12/14 21:06,5,1.0,Tue Dec 02 19:20:00 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['agre', 'give', 'prop', 'batteri', 'life', 'new', 'iphon', 'good']",@SamJam Agreed--have to give props to @Apple for battery life on new iPhones. It's SO good. #TL_Chat
434,623495947,False,finalized,3,12/12/14 2:02,3,1.0,Tue Dec 02 19:20:11 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['scari', 'stay', 'safe', 'free', 'app']",#Winter can be scary but you can stay safe #Winnipeg with our free @Apple app http://t.co/wYJVGqW6qT
435,623495948,False,finalized,3,12/12/14 9:26,3,1.0,Tue Dec 02 19:23:40 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'fibonacci', 'technic', 'level', 'intraday', 'updat', 'aapl']","APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/0RzUiWcD9n"
436,623495949,False,finalized,3,12/12/14 2:02,3,1.0,Tue Dec 02 19:23:54 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'fibonacci', 'technic', 'level', 'intraday', 'updat', 'aapl']","RT @JPDesloges: APPLE - Fibonacci Technicals Levels - Intraday  Update - $AAPL #aapl 
http://t.co/0RzUiWcD9n"
437,623495950,False,finalized,3,12/11/14 21:13,1,1.0,Tue Dec 02 19:24:55 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['hate', 'microphon', 'shit', 'imessag', 'pleas', 'take', 'fuck']",@apple I hate the microphone shit on the imessage please take it the fuck off
438,623495951,False,finalized,6,12/12/14 2:53,3,0.5195,Tue Dec 02 19:25:09 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['sound', 'like', 'need', 'upgrad', 'iphon', 'although', 'spaciou', 'purs', 'hold', 'mani', 'item']",A4: Sounds like I need to upgrade to the @Apple iPhone 6+. Although my spacious purse holds many items! @TommyHilfiger @StoreysTL #TL_Chat
439,623495952,False,finalized,3,12/11/14 20:12,3,1.0,Tue Dec 02 19:26:22 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['patent', 'method', 'make', 'fall', 'like', 'cat']",#Apple Patents Method to Make #iPhones Fall Like a Cat #aapl http://t.co/ZrkJVUqK2E
440,623495953,False,finalized,3,12/12/14 21:55,3,0.6578,Tue Dec 02 19:30:03 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'fight', 'new', 'court', 'case', 'steve', 'job', 'drm', 'decis']",#AAPL:Apple Should Fight The New Court Case Over Steve Jobs' DRM Decision...http://t.co/Se3yRHrAv1
441,623495954,False,finalized,3,12/12/14 15:01,1,1.0,Tue Dec 02 19:30:15 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['dock', 'billion', 'antitrust', 'claim', 'cast', 'conspir']",#Apple in the Dock: $1 Billion Antitrust Claim Casts #SteveJobs as Conspirator #aapl http://t.co/qZaTiTlR26
442,623495955,False,finalized,3,12/12/14 9:31,3,0.6838,Tue Dec 02 19:30:31 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['bear', 'get', 'paid', 'put', 'contract', 'doubl', 'amid', 'drop']",#Apple Bears Get Paid as Put Contracts Double Amid Drop #aapl http://t.co/rMBM5mg5EJ
443,623495956,False,finalized,3,12/12/14 15:04,5,0.7119,Tue Dec 02 19:31:34 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['hell', 'yeah', 'steve', 'stick', 'man']","@SJSpencee @Apple Hell yeah Steve, stick it to the man!"
444,623495957,False,finalized,3,12/12/14 20:45,1,1.0,Tue Dec 02 19:32:12 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['dear', 'appl', 'user', 'year', 'rememb', 'bug', 'like', 'current', 'safari']","Dear @Apple, I've been an Apple user for over 20 years and can't remember a bug like this current Safari on. #fixit! http://t.co/6AlSsd6igw"
445,623495958,False,finalized,3,12/12/14 11:30,1,1.0,Tue Dec 02 19:33:13 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['dear', 'kindli', 'fuck', 'format', 'regard', 'music', 'listen', 'everywher']","Dear @Apple.

Kindly fuck off with your .m4a format.

Regards,
Music Listeners Everywhere."
446,623495959,False,finalized,6,12/11/14 20:50,3,0.339,Tue Dec 02 19:33:41 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['like', 'would', 'releas', 'alreadi', 'bb', 'play', 'catch', 'time', 'assur', 'perfect']","If @BlackBerry were like @Apple, 10.3.1 would have been released already. BB is not playing catch up, they have time to assure it's perfect."
447,623495960,False,finalized,3,12/12/14 22:00,3,0.6578,Tue Dec 02 19:33:45 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['speak', 'wearabl', 'new', 'chargehr', 'amp', 'iphon', 'want', 'eat', 'latk', 'run', 'place']",A6: Speaking of wearables! The new @Fitbit ChargeHR &amp; an @Apple iPhone 6. I want to eat latkes and run in place. #TL_Chat @TravlandLeisure
448,623495961,False,finalized,3,12/11/14 20:14,3,0.6752,Tue Dec 02 19:33:48 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['sound', 'like', 'travel', 'well', 'togeth']",@LittleWordBites @Apple @TommyHilfiger Sounds like we'd travel well together then! #TL_Chat
449,623495962,False,finalized,3,12/12/14 17:45,5,1.0,Tue Dec 02 19:34:52 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['gt', 'chip', 'inspir', 'iphon', 'take', 'incred', 'photo', 'pin', 'sharp']",@LittleWordBites @TravlandLeisure @Apple  &gt; A5: chipping in here- I am inspired by the iPhone 6+~ takes incredible photos! Pin sharp!
450,623495963,False,finalized,3,12/11/14 22:12,5,0.665,Tue Dec 02 19:35:16 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['pleas', 'meet', 'fellow', 'tweep', 'event', 'fellow', 'practition', 'great', 'meet', 'irl']",Was pleased to meet a fellow tweep at @apple #connectED event!  A fellow #tbcoach practitioner @wyokari it was great to meet IRL #txed
451,623495964,False,finalized,3,12/12/14 13:13,3,0.6851,Tue Dec 02 19:38:41 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['buddi', 'eye', 'level', 'store']",Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u
452,623495965,False,finalized,3,12/12/14 1:42,3,1.0,Tue Dec 02 19:39:26 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'watch', 'track', 'februari', 'releas', 'test', 'underway', 'rumour', 'aapl']","Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5"
453,623495966,False,finalized,3,12/12/14 1:51,1,1.0,Tue Dec 02 19:39:36 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['think', 'reason', 'fuck']",@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck @apple
454,623495967,False,finalized,3,12/12/14 2:45,3,1.0,Tue Dec 02 19:40:00 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['appl', 'watch', 'track', 'februari', 'releas', 'test', 'underway', 'rumour', 'aapl']","RT @JPDesloges: Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl
http://t.co/vjOWVvDFx5"
455,623495968,False,finalized,3,12/12/14 1:40,3,1.0,Tue Dec 02 19:42:12 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['buddi', 'eye', 'level', 'store']",RT @ppropp: Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u
456,623495969,False,finalized,3,12/12/14 16:15,3,0.6823,Tue Dec 02 19:47:38 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['unfollow', 'unlik', 'tuesday', 'mani', 'unlik']","@midnight Its unfollow unlike Tuesday? How many can you unlike #unfollow? #SocialCleanUpTuesdayMaybe @Charter or @Apple #AntiDrama @FoxNews"
457,623495970,False,finalized,3,12/11/14 22:16,3,1.0,Tue Dec 02 19:51:27 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['agre', 'get', 'explicitli', 'impli', 'free']",@TomAdler @shortyawards @Apple I agree.  'Get' does not explicitly imply free.
458,623495971,False,finalized,3,12/11/14 23:31,1,1.0,Tue Dec 02 19:52:28 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['also', 'wtf', 'dont', 'even', 'live', 'kirkbi']",@sometimesboring also wtf @apple i dont even live in kirkby
459,623495972,False,finalized,3,12/11/14 21:11,5,0.6672,Tue Dec 02 20:00:12 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['sector', 'largest', 'multipli', 'effect', 'come', 'job', 'employ', 'creat', 'indirect', 'job']","The #innovation sector has the largest multiplier effect when it comes to jobs! @Apple employs 13,000, while creating 70,000 indirect jobs!"
460,623495973,False,finalized,3,12/11/14 23:31,3,1.0,Tue Dec 02 20:00:44 +0000 2014,5.4e+17,#AAPL OR @Apple,,"['morgan', 'stanley', 'sell', 'appl', 'inc', 'aapl', 'stock', 'still', 'buy', 'aapl']","Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy $AAPL #aapl
http://t.co/w6zGbxeEs0"
