,target,id,date,flag,user,text,text_original
65527,0,1691043393,Sun May 03 16:57:58 PDT 2009,NO_QUERY,pameladetlor,"['awesom', 'patio', 'day', 'enjoy', 'expect', 'rain']",@fridakahlo1 Awesome patio day. I enjoyed - but we're expecting more rain 
428235,0,2063888932,Sun Jun 07 04:28:15 PDT 2009,NO_QUERY,vinzip,"['woke', 'lazi', 'sunday', 'mornng']",just woke up.. lazy sunday mornng 
1369861,4,2050903716,Fri Jun 05 19:30:13 PDT 2009,NO_QUERY,laineylovestbs,"['oh', 'total', 'got', 'got', 'right', 'away', 'damn', 'timezon', 'sad', 'forget', 'dream', 'loss']",@kirstytbsmcr Oh NO! I totally got off then you got on right away! damn you timezones  isn't it sad that we forget dreams?? what a loss 
756643,0,2288808311,Mon Jun 22 19:38:49 PDT 2009,NO_QUERY,Jaycee369,"['permament', 'spell', 'cast', 'relief', 'headach', 'life']",is there ANY permament spell that can be casted on to relief headaches for life? 
370647,0,2050194184,Fri Jun 05 18:14:08 PDT 2009,NO_QUERY,manukumar,"['stanford', 'cs', 'dept', 'email', 'confirm', 'pass', 'stanford', 'cs', 'professor', 'rajeev', 'motwani', 'sad', 'hear']",Stanford CS dept. email confirms passing of Stanford CS Professor Rajeev Motwani. Very very sad to hear that. 
1448772,4,2062767591,Sun Jun 07 00:13:58 PDT 2009,NO_QUERY,JujuDeRoussie,"['happi', 'mother', 'day', 'wife']",@DebraS40 Happy Mother's Day for you and your wife 
1121412,4,1974120648,Sat May 30 12:29:00 PDT 2009,NO_QUERY,hannahboden,"['vote', 'divers', 'time']",Just voted for Diversity a few times  #BGT
725040,0,2262227184,Sat Jun 20 22:06:49 PDT 2009,NO_QUERY,Stenchie,"['night', 'day', 'day', 'night', 'suppos', 'day', 'actual', 'night', 'word', 'im', 'bore']",my night is your day and your day is my night so what am i supposed to do with my day when its actually night? in other words.. im bored 
145968,0,1882356614,Fri May 22 06:43:28 PDT 2009,NO_QUERY,bborg19,"['life', 'mar', 'cancel', 'scott', 'rosenberg', 'work', 'happi', 'town', 'would', 'get', 'cancel', 'wall', 'octob', 'road', 'happi', 'abc']","Life on Mars canceled  Scott Rosenberg is working on Happy Town would that get canceled as wall as October Road, not happy ABC"
1179425,4,1981740338,Sun May 31 09:47:38 PDT 2009,NO_QUERY,amikangel,"['talk', 'bff']",talking with BFF 
924132,4,1754907488,Sun May 10 07:43:51 PDT 2009,NO_QUERY,stuckinlalaland,"['ye', 'would', 'oh', 'ye', 'dream', 'want', 'hehe']","@GuitarLove08 Yes it would, oh yes, we can dream all we want  hehe"
369588,0,2049918757,Fri Jun 05 17:44:07 PDT 2009,NO_QUERY,SUCH_A_DOLL,"['mmmi', 'huse', 'bred', 'nt', 'lking', 'frward', 'pack', 'nite']",iS @ MY M0MMiES H0USE B0RED. S0000 N0T L00KiNG F0RWARD T0 PACKiNG 2NiTE 
1071654,4,1966373728,Fri May 29 17:38:55 PDT 2009,NO_QUERY,Money_all_day,"['rofl', 'real', 'hill', 'harlem', 'height', 'charm', 'school', 'etc', 'etc', 'aint', 'got', 'noth', 'could', 'soon', 'trust', 'amp', 'believ']","@ChiChi27 ROFL! For real, the Hills, Harlem Heights,Charm School,etc. etc. aint got nothing on what could be!!! But soon-trust &amp; believe! "
757968,0,2295542161,Tue Jun 23 08:03:38 PDT 2009,NO_QUERY,SianLindemann,"['would', 'love', 'see', 'photo', 'suggest', 'link', 'broken']","@LarisaBelliveau  would love to see the photos you are suggesting, the link is broken  "
424237,0,2063046582,Sun Jun 07 01:10:46 PDT 2009,NO_QUERY,Danktarin,['awak'],Why am I awake 
501659,0,2187268927,Mon Jun 15 20:02:14 PDT 2009,NO_QUERY,alexandra412,"['watch', 'lost', 'boy', 'parent', 'get', 'sad', 'departur']","Watching The Lost Boys with my parents, am getting sad for their departure! "
1367976,4,2050510894,Fri Jun 05 18:48:01 PDT 2009,NO_QUERY,anieszkaa,"['yeah', 'love', 'rnb', 'singer', 'yeah', 'john', 'legend', 'ahh', 'love', 'anthoni', 'hamilton']","@methodman1 yeah i love rnb, am a singer so yeah  www.myspace.com/anieszkamusic john legend !! ahh i love him and anthony hamilton too"
1103065,4,1970996363,Sat May 30 05:54:27 PDT 2009,NO_QUERY,stickyfingerss,"['dont', 'get', 'peopl', 'creativ', 'heheh']",@noremix they just dont get how people can be so creative  hehehe
561369,0,2205408435,Wed Jun 17 04:40:25 PDT 2009,NO_QUERY,DJStretchinald,"['iphon', 'die', 'drop', 'puddl', 'got', 'bb', 'moment', 'when', 'nxt', 'citi', 'luv']",@chocsmitchell I did have the Iphone but it died when I dropped it in a puddle!!  So only got my BB at the moment! Whens the nxt City Luv
223525,0,1977225812,Sat May 30 20:25:49 PDT 2009,NO_QUERY,passthecigar,"['got', 'cut', 'work', 'good', 'sick', 'heartbroken', 'fuck', 'want', 'good', 'peopl', 'life']","I got cutted at work  But I'm all good, I'm sick of being heartbroken so fuck it all, I only want GOOD people in my life."
663138,0,2244006844,Fri Jun 19 14:10:52 PDT 2009,NO_QUERY,karenkripalani,"['need', 'cheryl', 'richardson', 'self', 'care', 'deal', 'babi', 'first', 'littl', 'fever']",needs some of Cheryl Richardson's Self Care after dealing w/baby's first little fever.    #followfriday    http://u.nu/5mcd
959287,4,1825975860,Sun May 17 07:22:41 PDT 2009,NO_QUERY,vagueismyname,"['aw', 'wa', 'man', 'sad', 'kay', 'buhat', 'sa', 'multipli', 'pictur', 'ang', 'choova', 'ra', 'man']","@see_line Aw, wa man sad kay ma'buhat sa Multiply. Pictures ang choova ra man. "
477460,0,2178227426,Mon Jun 15 07:23:16 PDT 2009,NO_QUERY,baskew,"['time', 'put', 'pt', 'pastur', 'bullet', 'head']",@oprahspinfrey time to put the pt out in the pasture. bullet to the head. 
1051010,4,1961004452,Fri May 29 08:50:24 PDT 2009,NO_QUERY,x3Ashley,"['hey', 'babi', 'song', 'ah', 'mazin']",@officialnjonas hey baby  the song is AH-mazin
837649,4,1558825454,Sun Apr 19 09:30:26 PDT 2009,NO_QUERY,siphotwit,"['sweet', 'nap', 'sun', 'shine', 'pari']",just had a sweet nap. sun is shining again in paris 
771542,0,2302420459,Tue Jun 23 16:47:01 PDT 2009,NO_QUERY,GLOCHY,"['dont', 'like', 'indian', 'food', 'david', 'say', 'someth', 'en', 'espanol', 'porfavor']",@DavidArchie i dont like indian food  david say something en ESPANOL! porfavor!
296457,0,1997128121,Mon Jun 01 16:18:12 PDT 2009,NO_QUERY,lost_dog,"['lost', 'pleas', 'help', 'find', 'good', 'home']",@veganwordnerd I am lost. Please help me find a good home. 
711233,0,2258162922,Sat Jun 20 15:29:08 PDT 2009,NO_QUERY,Dina357,"['miss', 'lt']",@AbigailLutan I miss you too !  &lt;3
1261701,4,1998675096,Mon Jun 01 18:56:34 PDT 2009,NO_QUERY,Zzerbe,"['upload', 'pictur', 'prom', 'onto', 'facebook', 'check']","uploaded pictures from Prom onto facebook, check them out "
1357254,4,2047964797,Fri Jun 05 14:27:08 PDT 2009,NO_QUERY,wipemedownn,"['okay', 'ill', 'big']",@nelliele okay ill do it big just for you 
335401,0,2013787410,Tue Jun 02 23:34:39 PDT 2009,NO_QUERY,Roryjames,"['wish', 'could', 'ador', 'allow', 'pet']",@ninjaboi I wish I could. He's adorable but we're not allowed any more pets. 
211841,0,1974590312,Sat May 30 13:26:43 PDT 2009,NO_QUERY,imnatt,"['nonono', 'got', 'control', 'back', 'studi', 'still', 'want', 'book', 'vinni', 'fiorello']","nonono i ain't got control. back to studying, i still want the book by vinnie fiorello "
1227330,4,1990985935,Mon Jun 01 06:10:19 PDT 2009,NO_QUERY,QuicksilverFox,"['huzzah', 'internet', 'work', 'final', 'work']",Huzzah!  The internet at work is finally working again!  
98166,0,1793214171,Thu May 14 01:49:10 PDT 2009,NO_QUERY,parrotsislove,"['everyth', 'kinda', 'shitti', 'reason', 'sadfac', 'tweep']","Everything I do, I do for kinda shitty reasons. Sadface, tweeps! "
1554811,4,2184988585,Mon Jun 15 16:43:04 PDT 2009,NO_QUERY,krista2011,"['awww', 'love', 'bibl', 'passag', 'favorit', 'also', 'like', 'john']",@ParisCarney Awww I love those bible passages.  Those are some of my favorites. I also like John 3:16.
724474,0,2262074758,Sat Jun 20 21:50:35 PDT 2009,NO_QUERY,ThePetSet,"['one', 'person', 'mr', 'aldrin', 'hero', 'whole', 'life', 'say', 'one', 'sad', 'thing', 'much', 'quot']","How can one person, Mr. Aldrin, be a hero your whole life then say one sad thing, and now...not so much  &quot;@astronautics"
1234084,4,1992312955,Mon Jun 01 08:32:58 PDT 2009,NO_QUERY,Craftsman117,"['salli', 'stickwel']",sally stickwell 
516079,0,2190983485,Tue Jun 16 04:14:19 PDT 2009,NO_QUERY,NoBits,"['need', 'get', 'shit', 'togeth', 'work']",I need to get my shit together for work!! 
1135897,4,1976533786,Sat May 30 18:22:42 PDT 2009,NO_QUERY,Bells1118,"['call', 'whenev', 'lovv']",@mollygoshgolly just call me whenever my lovve 
88480,0,1754880498,Sun May 10 07:39:13 PDT 2009,NO_QUERY,natalie_rosen,['work'],is working 
643730,0,2235844426,Fri Jun 19 02:12:56 PDT 2009,NO_QUERY,lilpea,"['giiirrrl', 'popular', 'got', 'noth', 'witti']",@ohminotaur giiirrrl you popular with... me.. too? i got nothing witty 
1006151,4,1880581379,Fri May 22 01:45:13 PDT 2009,NO_QUERY,shanajaca,"['hahahahahahahahaha', 'thank', 'need', 'good', 'laugh', 'hilari', 'almost', 'hear', 'yell', 'xx']",@HandsOfTime HAHAHAHAHAHAHAHAHA Thank you i needed a good laugh that is hilarious i can almost hear @TomFelton yell that  XX
1452120,4,2063108025,Sun Jun 07 01:23:56 PDT 2009,NO_QUERY,annaaralar,"['next', 'belli', 'danc']",next: belly dancing!  
1580194,4,2190034977,Tue Jun 16 01:35:00 PDT 2009,NO_QUERY,Fitzchev,"['chanc', 'win', 'contest', 'fellow', 'reader']",what are my chances to win the #squarespace contest ?!? Same as my fellow readers 
1359625,4,2048495456,Fri Jun 05 15:17:33 PDT 2009,NO_QUERY,MichaelShatz,"['still', 'follow', 'anyon', 'come', 'twitter']",Still can't follow anyone... come on twitter! 
977536,4,1833745738,Mon May 18 00:18:42 PDT 2009,NO_QUERY,JaynaDoyle,"['twitter', 'haha', 'oh', 'god', 'believ', 'suck', 'go', 'stay', 'tune']","Twitter me this.... Haha oh my god i can't believe i've been sucked into this! Here we go, stay tuned "
1153825,4,1978861752,Sun May 31 00:43:38 PDT 2009,NO_QUERY,aaronhierholzer,['welcom'],@jtallent Welcome to #notatbea 
1276264,4,2001188741,Tue Jun 02 00:06:14 PDT 2009,NO_QUERY,makayla_nichole,"['think', 'mayb', 'go', 'lake', 'soon', 'readi', 'juli', 'rd']",Thinking about maybe going to the lake soon  ready for July 23rd..
954592,4,1824864291,Sun May 17 03:16:39 PDT 2009,NO_QUERY,xamylouise,"['prepar', 'tweet', 'watch']","Prepare for #Eurovision tweets, now that I'm watching it. "
865148,4,1677410388,Sat May 02 01:56:17 PDT 2009,NO_QUERY,ch_leigh,"['made', 'twitter', 'jessica', 'craig', 'made']",I just made a twitter because Jessica Craig made me... 
1270268,4,2000367125,Mon Jun 01 21:57:53 PDT 2009,NO_QUERY,radiomag,"['ok', 'lose', 'make', 'mill', 'half', 'oh', 'wait', 'good', 'either']","@STEG343 That's ok - you didn't lose $720,000. You just didn't make a  mill and a half. Oh wait. That's not good either. "
959329,4,1826003580,Sun May 17 07:27:16 PDT 2009,NO_QUERY,Jmanley209,"['good', 'ever', 'wanna', 'miss']",@reneekismet good. I don't ever wanna miss out again! 
33910,0,1564642738,Mon Apr 20 04:23:10 PDT 2009,NO_QUERY,JamesAMac,"['back', 'almost', 'whole', 'day', 'twit', 'felt', 'disconnect', 'kinda', 'scari', 'also', 'miss', 'monday', 'lunch', 'first', 'time', 'ever']","Back after almost a whole day of not-twitting. Felt disconnected, which is kinda scary. Also missed Monday lunch for the first time ever "
1598023,4,2193079531,Tue Jun 16 07:58:10 PDT 2009,NO_QUERY,2mysurprise,"['champ', 'nd', 'week', 'row', 'win', 'next', 'week', 'quot', 'real', 'quot', 'prize']",@iamlols you are the champ for the 2nd week in a row!  if you win next week there will have to be a &quot;real&quot; prize for you 
1068195,4,1965640194,Fri May 29 16:16:40 PDT 2009,NO_QUERY,Konifaundes,"['patricia', 'javiera', 'watch', 'grey', 'anatomi']",I'm with Patricia and Javiera and we are watching Grey�s Anatomy 
1184101,4,1982547970,Sun May 31 11:25:43 PDT 2009,NO_QUERY,alxconn,"['think', 'especi', 'sinc', 'got', 'stuff', 'make', 'one', 'free', 'food', 'ftw']",@rickyleepotts That's what I'm thinking   Especially since we gots all the stuff here to make one   Free food FTW :-D
625550,0,2230280519,Thu Jun 18 16:53:34 PDT 2009,NO_QUERY,fakeplasticliz,"['oh', 'bad', 'disgust']",@scotthoff oh it was bad. She was disgusting. 
1471329,4,2065196003,Sun Jun 07 08:05:56 PDT 2009,NO_QUERY,Jujjaloo,"['wow', 'well', 'wish', 'motiv', 'need', 'get', 'shape']",@MHhealthfitness wow u do so well! Wish I had your motivation - I need to get in shape! 
479315,0,2178830877,Mon Jun 15 08:15:57 PDT 2009,NO_QUERY,cbsiskin,"['bad', 'websit', 'sinc', 'tv', 'offic']",@buthaina  too bad not on website since I don't have TV at the office 
519833,0,2191908697,Tue Jun 16 06:10:57 PDT 2009,NO_QUERY,BeckyBeasley,"['need', 'rub', 'learn', 'hehe']",@katyb_ No need to rub it in    can you learn it for me? hehe
1373575,4,2051344680,Fri Jun 05 21:44:03 PDT 2009,NO_QUERY,SpiderxBear,"['oh', 'cool', 'friend', 'qld', 'go']",@turnitgrey oh cool   my friend from qld is going to that
1279866,4,2001577647,Tue Jun 02 01:21:00 PDT 2009,NO_QUERY,ramdomthoughts,"['gonna', 'pimp', 'tom', 'latest', 'podcast', 'show', 'later', 'tonight', 'well', 'srsli', 'fantast', 'stuff']",I am gonna be pimping Tom's latest podcast show later on tonight as well - it's srsly fantastic stuff 
844880,4,1564123796,Mon Apr 20 01:53:47 PDT 2009,NO_QUERY,lateh,"['jag', 'br', 'en', 'pirat', 'bay', 'shirt']",Jag b�r en The Pirate Bay t-shirt 
1304876,4,2010872044,Tue Jun 02 18:06:22 PDT 2009,NO_QUERY,dappatati,"['yep', 'def']",@MARKtheKAWZ yep she def is 
472038,0,2176753027,Mon Jun 15 04:40:20 PDT 2009,NO_QUERY,Miss_Irvine,"['demand', 'refund', 'weather']",I'm Demanding A Refund On This Weather!! 
1599911,4,2193575376,Tue Jun 16 08:38:40 PDT 2009,NO_QUERY,happykatie,"['good', 'luck', 'excit', 'day', 'real', 'fun', 'begin', 'go', 'love', 'mommi', 'xo']","@ShannonGilliam good luck!!  what an exciting day   this is when the REAL fun begins, you're going to love being a mommy   xo"
1456916,4,2063538768,Sun Jun 07 03:04:07 PDT 2009,NO_QUERY,022094,"['restart', 'laptop', 'tri', 'twitter', 'heheh']",I just restarted the laptop and I'm trying out twitter! Hehehe! 
68012,0,1692636683,Sun May 03 20:26:07 PDT 2009,NO_QUERY,Betheaeroplane,"['get', 'older', 'break', 'pimpl', 'last', 'day', 'never', 'acn', 'problem', 'life']",I'm getting older. I've been breaking out in pimples the last few days  I've never had acne problems in my life.
1072771,4,1966635642,Fri May 29 18:07:26 PDT 2009,NO_QUERY,BlankenshipFP,"['spell', 'pc', 'understand', 'differ', 'kind', 'peopl', 'understand', 'binari']","@Owl311 I can spell PC.  And I understand this: there are 10 different kinds of people, those who understand binary and those who don't "
234360,0,1979568799,Sun May 31 03:36:35 PDT 2009,NO_QUERY,leddy2286,"['chem', 'wed', 'ethic', 'thursday', 'philosophi', 'friday', 'exam', 'come']",@SamHolmes chem weds ethics Thursday philosophy Friday then by other 7 exams to come 
742135,0,2266464370,Sun Jun 21 08:33:14 PDT 2009,NO_QUERY,JoshSemans,"['way', 'dead', 'pixel', 'bugger']",@andrewdisley now way! Dead pixels are a bugger! 
1179091,4,1981691166,Sun May 31 09:41:25 PDT 2009,NO_QUERY,Paiige__,"['stay', 'posit', 'today', 'guy', 'peacee', 'back', 'later']",stay positive today guys *peaceee* [:+  i'll Be Back Later  x #/] x
150901,0,1932380478,Tue May 26 21:21:09 PDT 2009,NO_QUERY,faramenara,"['heart', 'goe', 'mike', 'tyson']",my heart goes out to Mike tyson 
1086406,4,1969301587,Fri May 29 23:36:40 PDT 2009,NO_QUERY,jdavisfasho,"['need', 'man', 'happi', 'wonder', 'person', 'amp', 'love', 'much', 'get', 'girl']",@victoriarboyd you don't need a man to be happy. your a wonderful person &amp; I love you so much!!!!  get it girl!
648797,0,2237125214,Fri Jun 19 05:13:52 PDT 2009,NO_QUERY,TheSourceress,"['oh', 'forgot', 'curri', 'sauc', 'chip', 'left']",Oh no... I forgot my curry sauce! I only have 4 chips left now 
1326551,4,2015269816,Wed Jun 03 04:11:54 PDT 2009,NO_QUERY,linkmafia,"['user', 'gener', 'content', 'googl', 'gadget', 'auch', 'da', 'geht']",user-generated Content in Google Gadgets - auch das geht!  http://is.gd/N4rU
712002,0,2258395003,Sat Jun 20 15:51:24 PDT 2009,NO_QUERY,gracie_musica,"['would', 'comic', 'con', 'ticket', 'alreadi', 'bought']",@k8stamps I would but Comic Con's tickets are already bought. 
1449415,4,2062835658,Sun Jun 07 00:27:45 PDT 2009,NO_QUERY,mylittlehalo123,"['haha', 'probabl']",@RiffGaffer haha I probably should 
805731,4,1468711696,Tue Apr 07 03:18:39 PDT 2009,NO_QUERY,bubblejiggle,"['excit', 'new', 'album', 'btw', 'today', 'birthday', 'yay', 'cheer']",@imogenheap I'm so excited for the new album! and btw...today is my birthday! Yay 25!  Cheers!
278507,0,1991548577,Mon Jun 01 07:14:20 PDT 2009,NO_QUERY,i_zoe,"['revis', 'english', 'geographi', 'exam', 'moz', 'sun']",Revising for English and geography exam 2moz  in the sun!!! 
159598,0,1956873528,Thu May 28 22:54:43 PDT 2009,NO_QUERY,ninobrown89,"['mad', 'call']",mad @drunkenlovee just called me out. 
734523,0,2264572412,Sun Jun 21 04:17:40 PDT 2009,NO_QUERY,FruityPanda,"['leav', 'holiday', 'hour', 'done', 'noth', 'today', 'near', 'readi']",I leave for holiday in about 10 hours. I've done nothing today and am no-where near ready 
278521,0,1991550824,Mon Jun 01 07:14:35 PDT 2009,NO_QUERY,Nishasan,"['feel', 'bad', 'kept', 'oscar', 'night']",-Feels bad because she kept Oscar up all night- 
709412,0,2257605584,Sat Jun 20 14:36:11 PDT 2009,NO_QUERY,BohemianSunsets,"['bf', 'graphic', 'design', 'look', 'thing', 'dreamweav', 'never', 'found', 'anyth']",@razzberrymomma My BF is a graphic designer and was looking for the same thing (dreamweaver) he never found anything 
1441800,4,2061877997,Sat Jun 06 21:49:12 PDT 2009,NO_QUERY,LilBit0318,"['seen', 'one', 'lol', 'clearli', 'someon', 'upset', 'tummi', 'glad', 'good', 'mood', 'amp', 'enjoy']",@ShawneyJ : Haven't seen that one. *LOL* But clearly someone's over her upset tummy! ;-) Glad you're in a good mood &amp; enjoying yourself! 
417931,0,2061650656,Sat Jun 06 21:18:58 PDT 2009,NO_QUERY,DLite86,"['da', 'fam', 'home', 'bore', 'bitch', 'woke', 'hungri', 'amp', 'alon', 'like', 'abandon', 'child', 'lol']",@FluffyDiva1 not all da fam I'm home bored bitch     @JusTo920 I woke hungry &amp; alone like an abandoned child lol
1069741,4,1965985729,Fri May 29 16:54:40 PDT 2009,NO_QUERY,MakerOfShadows,"['haha', 'yeah', 'sorri', 'think', 'part', 'lol', 'least', 'experi', 'help', 'us', 'help']",@CorinaBecker haha yeah sorry about that ... Did think that part LOL at least you have experience to help us (y)  if that helps =/
1250551,4,1996311440,Mon Jun 01 14:52:29 PDT 2009,NO_QUERY,Sarcia,"['brad', 'summer', 'last', 'year']",http://twitpic.com/6fdda - me and brad  summer last year 
1273853,4,2000900858,Mon Jun 01 23:16:05 PDT 2009,NO_QUERY,EimearQuigley,"['thank', 'lord', 'bless', 'church', 'wonder', 'rick', 'pino', 'huge', 'heart', 'kingdom', 'bless']",thank you Lord for blessing C3 Church with the wonderful Rick Pino who has a huge heart for you and your kingdom.  We are blessed! 
1297713,4,2004626040,Tue Jun 02 08:29:39 PDT 2009,NO_QUERY,WorkFromWithin,"['oooh', 'love', 'suggest', 'shift', 'new', 'perspect', 'rx', 'thank', 'inspir']","@sslopes Oooh, love your suggestions for shifting...new perspectives...you're own Rx!   Thanks for the inspiration."
1115341,4,1972950892,Sat May 30 10:11:34 PDT 2009,NO_QUERY,DuennaJonas,"['look', 'forward', 'quot', 'go', 'quot', 'quot', 'line', 'vine', 'tri', 'time', 'quot', 'come', 'year', 'head', 'lvatt', 'preview', 'awesom']","looking forward to &quot;Here We Go Again&quot; and &quot;Lines, Vines And Trying Times&quot; coming out this year! head LVATT previews, their awesome "
1137350,4,1976724939,Sat May 30 18:52:48 PDT 2009,NO_QUERY,thekong,"['road', 'lead', 'jj', 'whipser', 'tonight', 'duec', 'wild', 'beat', 'orlando', 'bday', 'bashment']",ALL ROADS LEAD TO JJ WHIPSERS TONIGHT!!  DUECES WILD! 2-4-1. You can't beat that Orlando!! @johnkockys bday bashment!
409247,0,2059599702,Sat Jun 06 17:15:27 PDT 2009,NO_QUERY,MessedupEvan57,"['ferrel', 'still', 'good', 'job', 'see', 'tommorow', 'heard', 'sad', 'movi']",But Will Ferrel still did a good job.  I am seeing up tommorow.  I heard it was a sad movie.  
384966,0,2053510173,Sat Jun 06 04:48:42 PDT 2009,NO_QUERY,sjohnc,"['birthday', 'time', 'go', 'work']",It's my birthday! Time to go to work 
587102,0,2216197034,Wed Jun 17 19:09:50 PDT 2009,NO_QUERY,boogaboo92,"['chang', 'mom', 'surgic', 'dress', 'mayb', 'shouldv', 'wait', 'till', 'painkil', 'work']","Just changed moms surgical dressing again, maybe she shouldve waited till the painkillers worked "
472612,0,2176878993,Mon Jun 15 04:58:15 PDT 2009,NO_QUERY,kkimberlyyy,"['look', 'kanina']",@sorandomm http://twitpic.com/7gi6e - I WAS LOOKING AT THAT KANINA! 
1132932,4,1976093320,Sat May 30 16:34:15 PDT 2009,NO_QUERY,bmmth,"['haha', 'kid', 'danc', 'cute']",haha kids dancing  how cute
501937,0,2187365397,Mon Jun 15 20:10:31 PDT 2009,NO_QUERY,SmileyTD,"['aww', 'mon', 'fun', 'catchi', 'song', 'could', 'hate', 'go', 'home', 'rest', 'sick']","@roadblock7611 - Aww, c'mon- it's a fun, catchy song! How could you hate it? You should go home and rest if you're sick.  "
1273054,4,2000791105,Mon Jun 01 22:58:33 PDT 2009,NO_QUERY,cymberrain,"['load', 'caffein', 'right']",@Angel42579 I am loading up on the caffeine right now! 
27906,0,1559419995,Sun Apr 19 11:05:34 PDT 2009,NO_QUERY,bCaHnIaCnKa,"['hahaha', 'mmmmm', 'ye', 'found', 'better', 'steak', 'elsewher', 'sigh']",@rtleary2 hahaha mmmmm yes .... but I found better steak elsewhere  sigh
1327165,4,2015349608,Wed Jun 03 04:25:32 PDT 2009,NO_QUERY,ninayeaaa,"['oh', 'haha', 'noth', 'mucho']","@NativeBrother18 oh haha. nothing muchos, what about you? "
12134,0,1551676603,Sat Apr 18 09:41:09 PDT 2009,NO_QUERY,wyzyeeyez,"['feel', 'better', 'still', 'feel']",feeling better but still not feeling 100% 
926842,4,1755808047,Sun May 10 10:04:27 PDT 2009,NO_QUERY,iluvcuppycakes,"['noth', 'good', 'thing', 'say', 'cookbook']",@vindee You should! I have nothing but good things to say about @doriegreenspan cookbook 
1018391,4,1882011705,Fri May 22 06:03:04 PDT 2009,NO_QUERY,haileymarree,"['cab', 'way', 'fiddler', 'cocktail', 'panther']",In the cab on the way to fiddler had cocktailes at panthers 
560599,0,2205224264,Wed Jun 17 04:15:27 PDT 2009,NO_QUERY,nasamuffin,"['feel', 'bad', 'brook', 'camp', 'drama', 'today', 'final', 'class', 'clinic', 'loop', 'pretti', 'excit']",I feel bad for Brook and her camp drama  but today is Finale class and a clinic by Loop 2.4.3! I'm pretty excited.
583609,0,2215000153,Wed Jun 17 17:31:54 PDT 2009,NO_QUERY,jrmeneses,"['give', 'name', 'favorit', 'bar', 'call', 'ahead', 'give', 'credit', 'card', 'info', 'sorri']","@mirthful33 give me the name of your favorite bar, I'll call ahead and give them my credit card info! Sorry again "
1366033,4,2050077463,Fri Jun 05 18:01:32 PDT 2009,NO_QUERY,bl0nd3kt18,"['give', 'meet', 'greet', 'pass', 'sunday', 'kfest']",@JesseMcCartney u should give me some meet and greet passes for sundays kfest!! 
424593,0,2063134403,Sun Jun 07 01:29:39 PDT 2009,NO_QUERY,joshtastic1,"['know', 'crap', 'weather']",@allmadmoji I know crap weather 
1049784,4,1960523695,Fri May 29 08:05:49 PDT 2009,NO_QUERY,blukus,"['check', 'blerp', 'twitter', 'page', 'woo']",@Nicholarse check out your blerp twitter page. woo 
1437745,4,2061217067,Sat Jun 06 20:24:57 PDT 2009,NO_QUERY,itzamee,"['mann', 'food', 'seem', 'good']",@andisayd mann those food seem very good 
299074,0,1997889466,Mon Jun 01 17:37:58 PDT 2009,NO_QUERY,JessicaLynnWHOA,"['tornado', 'one', 'thing', 'hate', 'summer']",tornados? the ONE thing i HATE about summer 
1491213,4,2069064005,Sun Jun 07 15:11:45 PDT 2009,NO_QUERY,Chocolate__Ty,"['quot', 'kno', 'seen', 'alota', 'thing', 'ur', 'life', 'got', 'feeln', 'like', 'cnt', 'right', 'wnt', 'hurt', 'im', 'babi', 'quot', 'love', 'di', 'song', 'tear']",&quot;I kn0o u seen alota things in ur life...got u feeln like this cnt b right. I wnt hurt u...im down 4 u baby..&quot; i l0ove dis song..*tear 
1322682,4,2014823242,Wed Jun 03 02:48:22 PDT 2009,NO_QUERY,gurlypinkbea,"['hate', 'watch', 'televis', 'got', 'addict', 'show', 'stop', 'watch', 'know', 'addict', 'bof']",I hate watching television. I got addicted to some shows and can't stop watching it. And know I am so addicted to BOF. 
1259727,4,1998165195,Mon Jun 01 18:05:59 PDT 2009,NO_QUERY,Thosesweetmmrs,"['hey', 'pictur']",@MagazineFreak http://twitpic.com/6a42i - hey I'm in your picture 
737419,0,2265239130,Sun Jun 21 06:07:26 PDT 2009,NO_QUERY,emurphy3,"['look', 'like', 'rain']",looks like rain! 
1519135,4,2176044513,Mon Jun 15 02:45:08 PDT 2009,NO_QUERY,alex_mccoy,"['school', 'come', 'tshirt', 'design', 'tshirt', 'day']",with @kimcfly and @claudiamcfly at school. we're coming up with tshirt designs for tshirt day 
914157,4,1752798105,Sat May 09 23:01:34 PDT 2009,NO_QUERY,KerriSue3,"['gotta', 'buy', 'onesi', 'besti', 'lol', 'ah', 'yea', 'club', 'grand', 'ol', 'time']",Gotta buy some onesies for my besties lol ah Yea!  at the club having a grand ol time
626750,0,2230700757,Thu Jun 18 17:29:00 PDT 2009,NO_QUERY,sultandemirel,"['right', 'cue', 'heartburn', 'gaviscon', 'bad', 'night', 'ahead']",Right on cue... Heartburn. With no Gaviscon = a very bad night ahead for me 
1455182,4,2063390251,Sun Jun 07 02:28:01 PDT 2009,NO_QUERY,CherylH77,"['home', 'woot', 'woot', 'move', 'home']","Is home woot woot  can't move, but home "
665324,0,2244857709,Fri Jun 19 15:18:57 PDT 2009,NO_QUERY,joshcollie,['think'],@abduzeedo I don't think it's just you 
664195,0,2244398715,Fri Jun 19 14:41:40 PDT 2009,NO_QUERY,SpadeX,"['wait', 'ipod', 'touch', 'nd', 'gen', 'jailbreak', 'itouch', 'alway', 'left', 'fa', 'last']",Waiting on the Ipod touch 2nd gen Jailbreak . itouch 2g always left fa last 
